Rank,Symbol,FullName,MarketCap,Price,Volume24h,Change24h
,MORPHO,Morpho,1942670696.5505826,1.94267069693711,474639.73917,-2.82979675860026
,POL,Polygon Ecosystem Token,1913181064.8182385,0.18168980047581,11630535.5749369,-6.127612281005639
,KCS,KuCoin Token,1836412914.5757635,12.91167598984526,22844.7743,-3.896205261655746
,ALGO,Algorand,1676850837.8303404,0.167685083783034,13970990.5291118,-6.468651231637181
,2Z,DoubleZero,1673989207.362268,0.167399595605721,326412.78389,-7.103751564646403
,AGI,Delysium,1668299232.6043618,0.556099744201454,0.0,-4.564262983972648
,OP,Optimism,1644624425.0876658,0.382919320395599,3040678.64982508,-9.727350544894367
,SEI,Sei,1627386322.0083132,0.179523071326826,36167874.102476,-8.714685941094448
,AERO,Aerodrome Finance,1591548477.8997436,0.895975473557267,9624478.08603,-12.550687467730521
,FLR,Flare,1576211351.6251752,0.0151231638618079,153658964.171164,-6.296547962383936
,0G,0G,1561698966.4503205,1.541,449873.43138,45.1035781544256
,ZRO,LayerZero,1549711952.361318,1.62532864883355,2778263.82461557,-2.721182486872541
,CBETH,Coinbase Wrapped Staked ETH,1524590749.0654252,4083.717072712255,65.87846,-4.633042622573556
,VIRTUAL,Virtual Protocol,1486441062.9789,1.4864410629789,1795056.44256,-13.514178975369113
,EIGEN,EigenLayer,1439202488.9941268,0.817580138848786,2185149.32963341,-9.248427357278864
,ENS,Ethereum Name Service,1425517152.27292,14.2551715227292,20933.60026909,-6.092067259195004
,ATOM,Cosmos,1351866242.9810054,2.83843813671022,1030880.43554385,-6.526858630319013
,PAXG,PAX Gold,1339325034.7957475,4022.578019737888,10.3517463,0.40115602316754606
,KAS,Kaspa,1323771522.4187942,0.0492505140007003,18299233.35393,-7.5109671227969566
,VET,VeChain,1307049912.2046883,0.0152008988344162,95014910.7,-6.277996980170422
,SKY,Sky,1279536909.9885535,0.054535019868883,4816265.13911,-2.397101059881051
,PENGU,Pudgy Penguins,1257892299.4092112,0.0163951923396998,786127395.46427,-8.724649600265625
,TWT,Trust Wallet Token,1211744086.2313554,1.212146339418384,59.8605,-4.149947998893707
,FF,Falcon Finance,1195700000.0,0.11957,320506.4992,-3.6114469971785557
,BONK,Bonk,1152662879.7674196,1.30991403724576e-05,890062258298.1,-7.9402262077628825
,QNT,Quant,1142985141.0572705,76.9718358109597,15576.11576407,-2.595680981525958
,VENOM,Venom,1125005248.0518658,0.15363,0.0,0.0
,WAL,WAL Token,1101872306.5576499,0.22037446131153,84177.03562,-4.526538047608333
,NEXO,NEXO,1095915897.916466,1.095915897916466,358402.72216944,-3.628016227548529
,ATH,Aethir,1090486937.7555594,0.0259639747084657,70662041.8050504,-9.019778260521202
,STRK,Starknet,1079614834.8417451,0.107542069413462,22876492.5891173,-12.784316818727875
,FIL,FileCoin,1073225583.7574981,1.52147754550866,5117014.4590014,-11.647487427082371
,DASH,Dash,1034306954.1638365,82.9357766067952,729447.95090562,-6.454894380235027
,CRV,Curve DAO Token,1030113704.1358572,0.44410645992776,13201255.2151505,-7.756680966390992
,TIA,Celestia,1019513717.1788414,0.884403107724266,2007826.49862586,-10.849130311877703
,FDUSD,First Digital USD,1012899901.3543153,0.9977633857626871,892470388.667508,-0.08331860618011916
,PYTH,Pyth Network,997487678.6200926,0.0997489372425411,7939806.8061,-8.445404192664034
,USDG,Global Dollar,990705789.2102361,1.0,2879307.09699,0.0100010001000089
,LION,Loaded Lions,983800000.0,0.009838,2912470.0,-8.475206995999631
,RLUSD,Ripple USD,977394999.8745266,0.999690003825436,2649828.40703,-0.014002135310046845
,RENDER,Render Network,955342246.0589654,2.12000881673407,1184100.36191,-9.00209744038323
,KAITO,KAITO,954200047.1472571,0.954200047147257,174715.92903,-6.834648970513799
,IMX,Immutable X,941291710.242038,0.470645855121019,1642846.22605034,-9.827255066700431
,ETHFI,Ether.fi,931704330.9126425,0.933070346833477,534516.67259,-8.067637669655646
,METH,Mantle Staked Ether,926056742.9954256,4006.014263682065,9.86452,-4.564258086637827
,CAKE,PancakeSwap,910896085.7233828,2.32766678971974,139322.66186,-7.891188568242141
,BERA,Berachain,884033437.0000539,1.724653303014,480122.2791,-5.172389975177856
,JTO,Jito,869241791.834996,0.869241791834996,340682.35717,-8.769147362334591
,MX,MX Token,854860399.4825301,2.078906109528642,1209669.7,-5.507506942472573
,RAY,Raydium,832403520.2453555,1.49983182643692,66427.47630276,-10.79775724420023
,LDO,Lido DAO,803810310.191948,0.803810310191948,960403.08508967,-9.175427593175844
,BDX,Beldex,802238172.8106481,0.08072229816252936,26281462.2207,-0.45411766960035416
,PENDLE,Pendle,782269439.3196478,2.77866134759814,422941.83907,-9.493280165588931
,SOSO,SoSoValue,768000000.0,0.768,8431.86015,-3.56604721245605
,SAHARA,Sahara AI,730699865.6501421,0.0730699865650142,18287.4894,-2.8453802404182325
,INJ,Injective,724124181.6628419,7.24124181662842,441171.96545969,-9.60826838100614
,SPX,SPX6900,722731824.92873,0.776302036769659,4741733.95475,-14.617572907023902
,STX,Stacks,709873818.3667288,0.392475015893783,1193059.8808539,-8.141604319128284
,ZK,zkSync,701868856.1354712,0.0510073942164055,410119184.200166,-16.90860045438545
,DEEP,DeepBook Protocol,674637179.735084,0.0674637179735084,2627744.52777,-9.43284347728007
,BARD,Lombard,664799992.4073141,0.664799992407314,761644.01,-1.4819204833964081
,DEXE,DeXe,654700568.7020223,6.784138509522336,17281.83,-8.642786116958176
,GRT,The Graph,647093483.0836558,0.0599146052373961,19955247.2502738,-7.121990004288321
,ZORA,Zora,638178562.9338881,0.0638178562933888,79575512.33706,-8.043712314652527
,PROVE,Succinct,631667417.989938,0.631667417989938,1404301.22449,-7.284976615117782
,FET,Artificial Superintelligence Alliance,625068851.8751485,0.230270862882208,24011910.1067827,-12.149264867718138
,FLOKI,Floki Inu,623719875.4098136,6.45945497930308e-05,5696012009.71985,-7.9973587318355825
,MOVE,Movement,623000320.695797,0.0623000320695797,49042.5,-10.087989508472077
,MERL,Merlin Chain,617091437.0012695,0.309871959305901,303145.59811,-4.430685102099477
,S,Sonic Labs,605418204.7290184,0.130358293715077,9009320.12488486,-8.33971744914355
,W,Wormhole,604258343.3501647,0.0604259531636351,12711240.6091,-10.133389648794664
,KAIA,Kaia,601557289.258178,0.097674215025228,239224.01,-6.977200500754674
,AVNT,Avantis,598143406.351342,0.598143406351342,11604193.93376,-5.0610154302704276
,PLUME,Plume,596800000.0,0.05968,4833321.19852,-8.80291627624014
,XTZ,Tezos,592082681.8550198,0.546131438014934,543968.35395937,-5.726224384436953
,SAROS,Saros,583000000.0,0.0583,659678.09395,-12.462462462462474
,SAND,The Sandbox,582896712.212421,0.194298904070807,1554595.70561457,-6.6272233665694875
,KMNO,Kamino,577559715.314229,0.0577561898001126,2084336.01096,-6.493749833128561
,AB,Newton,574461942.912867,0.005813,29670182.59936,-5.9537291700372155
,MOCA,Moca Coin,554311111.05568,0.06236,40447.82653,2.263037061331583
,EOS,EOS,544320055.681983,0.25920002651523,539163.00993543,-5.57388050608075
,A,Vaulta,541007102.399398,0.257622429713999,755700.85023,-6.066409487232441
,CFX,Conflux Network,540523442.6811235,0.09443623939155882,205764.54,-8.868016626183579
,RSR,Reserve Rights,506398556.39139,0.0050639855639139,54225398.88519,-9.04276974018038
,WIF,dogwifhat,496549954.85683787,0.497126685641943,8332255.77667529,-7.262786751156885
,NEO,NEO,494983623.7392466,4.949836237392466,42517.782,-6.569481732205003
,SYRUP,Syrup,493910105.94459075,0.406133607622725,10300127.9983,-11.338635021847725
,MANA,Decentraland,474395913.6973446,0.216305118230806,1921271.36514401,-7.138067511056619
,JASMY,JasmyCoin,470917434.96896255,0.00941834869937925,267954466.696527,-6.564340194801749
,BTT,BitTorrent,458621962.19114614,4.63254507263784e-07,1538288827992.48,-4.384839559955891
,CORE,Core,458430042.8166333,0.218300020388873,320892.27,-5.986284286918571
,THETA,Theta Network,454018626.00946105,0.454018626009461,156596.043751,-8.984225989928671
,VSN,Vision,446505397.7063737,0.10616,70751.83103,-1.2465116279069712
,GALA,Gala,441992592.6462883,0.00950993606802106,20838276.9117305,-8.96913982219026
,FLUID,Fluid,437200000.0,4.372,0.0,0.0
,BSV,Bitcoin SV,425474329.37741613,21.3354057945314,2228.64091592,-6.1951420692378605
,ME,Magic Eden,425217297.951377,0.425219571137017,404806.67668,-5.308366091436665
,USDD,USDD,420041700.9068543,1.00076243162179,1088957.41656799,0.08228056438011926
,HNT,Helium,417752657.9206368,2.24566438461162,532696.34384,-6.703669282162952
,NFT,APENFT,407695923.0,4.077e-07,2732233896.2558,0.4187192118226524
,CCD,Concordium,407407467.8950105,0.028758,15969151.9548,-7.229265460176134
,FLOW,Flow,406045474.99913347,0.250808457803733,621285.84941496,-6.768440001727809
,CMETH,Mantle Restaked Ether,399263966.5563782,4005.270963883627,1.00415536,8.64169618904899
,SOMI,Somnia,392550817.37090254,0.3925508173709025,0.0,-2.9655464463569388
,KTA,Keeta,390300000.0,0.3903,2349933.39263,0.28263103802671885
,BLESS,Bless Token,386389895.0440416,0.038639,6028306.55164,1.9283528542787869
,APE,ApeCoin,386188037.102296,0.386188037102296,1442538.32340247,-6.514829300284408
,GNO,Gnosis,384990374.798967,128.330124932989,1540.97638166,-4.0161854742560985
,HEMI,Hemi,376460000.0,0.037646,4847.0,-7.856863129038586
,ALEO,ALEO,372000000.0,0.248,6357972.87,-1.5873015873015885
,DRIFT,Drift protocol,370999958.13049126,0.37100003485006,777481.51913,-8.845261551077474
,MWC,MimbleWimbleCoin,367700846.15165144,33.44748060338375,40.66,-4.4404209778879205
,MIOTA,IOTA,366722810.06926125,0.131936972327858,2279057.31702045,-7.897447591344683
,AXS,Axie Infinity Shards,363126669.7330787,1.344913591603995,316579.34174768,-8.183415846155034
,XCN,Onyxcoin,361082145.9436596,0.00746000000364348,245941698.896167,-7.080085656234915
,DCR,Decred,354275613.9536857,20.71568760003807,830.76071975,6.711728447636016
,LA,Lagrange,348868105.6663612,0.36330000174151,531200.5,-5.390626075744981
,JST,JUST,345621956.4239637,0.03491130872969331,2845553.5151132,0.3454666345084257
,RUNE,Thorchain,344037309.586788,0.8090176363432959,32887.163,-7.626894138591206
,SUPER,SuperVerse,343352702.18556714,0.343353362310933,1424605.25810016,-8.191911959988538
,ZBCN,Zebec Network,340686013.1225807,0.00340690013213984,39413696.0,-4.656829524883368
,BORG,SwissBorg,338886915.5119244,0.34501,0.0,0.0
,VANA,Vana,338684880.5736228,2.82237400478019,429.8204431,-13.000895178094279
,COMP,Compound,337308805.977258,33.7308805977258,14063.66417694,-5.882876208336223
,SPK,Spark,332799944.599171,0.0332799944599171,12831789.3192803,-7.581242960581214
,HOLO,Holoworld,328096408.4977846,0.1602033244618089,0.0,-2.9918553090598055
,ARKM,Arkham,327830145.711186,0.327830145711186,1147666.44578,-8.23560429730546
,BMX,BitMart Token,323785533.81210023,0.516983813711019,1215613.3,1.830128733539848
,CTC,Creditcoin,323753327.33803475,0.45020046902833,14803.502462,-7.170598784814311
,SNX,Synthetix,322187619.91722,0.936891914159587,2689918.22509572,-12.70500783630381
,PEAQ,peaq,317515095.0571482,0.0731797887724142,2564142.12249,-14.654063913256376
,RONIN,Ronin,317000024.02396697,0.317000024023967,86956.658238,-5.939872854471129
,OPEN,OpenLedger,315200000.0,0.3152,15339.38348,-12.322669971077872
,GRASS,Grass,311997982.5364207,0.311999836173117,286312.15418,-10.474720839208574
,FARTCOIN,Fartcoin,311201215.595756,0.311206612676281,25575058.964178,-7.198401405556059
,DBR,deBridge,306192321.1382035,0.0306193527985012,747367.17896,-1.0751547499667793
,CHZ,Chiliz,302488095.0268882,0.0298056371597469,2165119.76515627,-6.009820506440946
,XAN,Anoma,300355530.940972,0.0300355530940972,23120734.08122,-6.821629538690356
,TEL,Telcoin,296082625.3118646,0.002960826253118646,4734141.76,-5.902393971153937
,DYDX,dYdX,292234767.345381,0.292234767345381,690119.94275443,-8.823073317974071
,SONIC,Sonic SVM,287592667.09656525,0.119830384938545,27591.76399,-7.650555090985835
,BAT,Basic Attention Token,282615828.538914,0.188410552359276,7771677.58004338,-0.9343868004663947
,FTT,FTX Token,276600782.30690706,0.841,236938.5,-6.138392857142862
,XEC,eCash,276600425.62890273,1.386995225206265e-05,1054386976.82,-7.303328406434892
,ZEN,Horizen,275692798.225,16.948,696087.441,-15.336197422319914
,EURC,Euro Coin,274933181.8718553,1.153880288022673,19121100.7803418,-0.023882791701190568
,EDGE,Definitive,273665300.649069,0.273665300649069,2918887.33502,-11.422263652287999
,VVS,VVS Finance,273449513.1232294,2.8046e-06,50259330000.0,-4.854632425280739
,CHEEMS,Cheems (cheems.pet),272616246.4041861,1.3385e-06,1353817447.94764,-2.824161463627121
,LUNC,Terra Classic,259984961.3597914,4.04238701802795e-05,4033236034.97113,-7.017891332302286
,TOSHI,Toshi,259299475.4050736,0.000616367100252142,5604301286.9396,-11.84629364892031
,BABY,Babylon,258894819.59497887,0.0247299992275346,1459299.87875,-11.552289947134412
,BEAM,Beam,258829966.55394292,0.0044267,1421550.0,-13.823781342470017
,EGLD,eGold,258664580.48390213,8.99551763943317,29952.07354325,-7.548876115670955
,RECALL,Recall,258500000.0,0.2585,5390642.43,-11.834924965893592
,TRAC,OriginTrail,258341136.59186953,0.516682273183739,2493286.37864,-13.958044579159967
,RSC,ResearchCoin,257299999.99999997,0.2573,283857.35,-13.250168577208363
,AR,Arweave,256096211.73874724,3.96442092040149,50077.47071,-8.888389717252865
,ERA,Caldera,253299923.10812798,0.253299923108128,207205.95,-8.089388996033806
,BIO,Bio Protocol,249375435.64823928,0.0813862471392533,5298946.7705,-5.930849808232595
,SXT,Space and Time,247000000.12224302,0.0494000000244486,3456280.6,-6.439393913036079
,CELO,Celo,243000000.21027505,0.243000000210275,3500631.6514,-8.003612883016158
,1INCH,1inch,239885174.5433955,0.159923449695597,428666.12711441,-5.397102935362266
,LAYER,Solayer,239400630.55943793,0.239400744805017,2779.91244,-9.999719998113916
,AMP,Amp,238310679.94649497,0.0023897981862695,100979611.0,-7.01173906556916
,MIRA,Mira,236200000.0,0.2362,568367.29266,-5.254713196951465
,TAIKO,Taiko,235700000.0,0.2357,62250.1,-7.021696252465487
,LPT,Livepeer,235377153.1624334,5.09968893625143,456208.08881113,-9.403347137383793
,ICNT,Impossible Cloud Network Token,231700000.0,0.331,237610.9825,9.966777408637883
,IO,io.net,229599451.9263157,0.286999872822958,724950.73,-9.752596159349874
,WMTX,World Mobile Token,222500863.85594454,0.11891,198026.29574,-6.126154574879611
,HUMA,Huma Finance,221399934.54902795,0.02214,66633.1,-7.826810990840964
,EUL,Euler,219374782.1434208,8.07034722620287,43425.26451693,-5.609983316320938
,XCH,Chia,215368602.37396857,6.526403889148859,919.0737492,-5.178834416423992
,SAFE,Safe,212409393.60782498,0.212409393607825,778920.72494,-9.49751599706961
,MPLX,Metaplex,211799952.1332,0.2118,100634.6,-5.319624497094332
,PROM,Prometeus,207408739.27975047,10.77447996262944,1432.18561325,7.250509482337962
,REKT,Rekt,206600859.00000003,4.911e-07,13702979617.5364,-9.307479224376726
,NIL,Nillion,206000000.0,0.206,120031.21707,-13.7353433835846
,CVX,Convex Finance,205532678.45759162,2.05672787072065,469502.65707717,-6.889039595382
,B3,B3,204700015.908938,0.00204700015908938,121147604.02085,-9.34458184559188
,MKR,Maker,204066847.7724162,1295.70987233161,280.049113,-2.133020708364361
,ZKC,ZK Coin,203154164.38551563,0.201200032565183,1747854.1,-10.098285931596589
,AIOZ,AIOZ Network,202944483.47433376,0.167142503712446,2109271.54824699,-7.19461635101899
,BB,BounceBit,202860183.0440915,0.09660008716385309,1815157.7,-10.980292001498134
,GAS,Gas,202676254.08434945,2.403324046436603,3731.4684986,-5.857151836851736
,AXL,Axelar,202322666.20139903,0.165615251749785,3558677.78385,-11.193579247894348
,WEMIX,WEMIX,201182146.34434766,0.3671,0.0,0.0
,COW,CoW Protocol,197873184.895572,0.197873184895572,1570596.1301,-10.424353219445972
,BABYDOGE,BabyDoge,189853621.27204406,9.37e-10,343852148724.0,-5.06585612968592
,QTUM,QTUM,189370700.7477442,1.788609891083243,17191.14759506,-6.665368809550258
,Q,Quack AI,189060000.0,0.018906,796532.07543,-13.255333792154161
,ORDER,Orderly Network,188940000.0,0.18894,21676.44552,-11.578060651441413
,USELESS,USELESS COIN,188198859.05578217,0.188370155492265,31199342.19495,-17.090734896916086
,IOST,IOS token,187469229.09236944,0.00208299143435966,368933.609166,-6.439320337223685
,ZETA,ZetaChain,186492531.0758042,0.108848638445165,1629289.14433,-8.848059853036185
,AKT,Akash Network,184627731.57192954,0.655832579776737,1172951.84359565,-9.171870634146833
,ZRX,0x,184233824.699437,0.184233824699437,2744605.33790351,-5.2943772852908415
,VELO,Velo,183391243.36213163,0.00764130248736948,5448921.469137,-5.429642708949867
,RED,RedStone,182913031.71834147,0.306386987802917,276178.7745,-7.2179871162493745
,ALT,Altlayer,179926840.31131402,0.0179926840311314,136319305.71046,-9.036854884473405
,ZANO,Zano,174984911.08138934,11.65657766145867,212.05602832,1.7910529784283153
,CARV,CARV,174909999.46500298,0.17491,320061.56201,-0.3248233416913536
,SCROLL,Scroll Network,170994107.9289659,0.1709941079289659,1649157.65306893,-3.5756423017655012
,OM,MANTRA,168896309.62984535,0.0986008567739235,315784.687654,-7.242857972358233
,YFI,yearn.finance,168760127.7520612,4602.632622922086,13.558747,-2.519082536141787
,SNEK,Snek,166535432.7633124,0.0021708078270537,30169112.93874,-9.322972983543112
,TFUEL,Theta Fuel,165329758.40302,0.023222,3032323.0,-6.611437303949167
,MOG,Mog Coin,163089089.5092617,4.17572285275637e-07,3006994778161.24,-11.028239973092914
,IKA,IKA Token,159610000.0,0.015961,3044240.0,-6.381605959293813
,ROSE,Oasis Labs,158799999.99999997,0.01588,65471232.0,-12.410369553226706
,ZIG,Zignaly,154517638.0875515,0.07908,6077616.91376,-7.226654152979821
,KUB,KUB Coin,153577641.31859297,1.39602546619763,1771.61398558,-2.5038681487619177
,CKB,Nervos Network,153568048.32685298,0.003177458950104218,1032106.8464,-7.996006132481651
,IOTX,IoTeX Network,153000515.6220011,0.0162053316523792,6946279.0,-8.753986722268763
,TREE,Treehouse,151701178.474056,0.151701178474056,1774931.35554,-11.544529229005677
,DOG, DOG•GO•TO•THE•MOON,151000000.0,0.00151,109132380.83636,-9.03614457831325
,MINA,Mina Protocol,150125541.87974176,0.11913954175724,84445587.5434845,-7.9552391049912075
,GUN,GUNZ,149786520.262414,0.0149786520262414,2964110.79979298,-9.885373420425982
,MEW,cat in a dogs world,147020223.80879012,0.00165403238250443,43371220.341052,-7.5132741571434485
,ZIL,Zilliqa,145720667.08890364,0.007194866517254874,9344914.38,-6.812407575257631
,PTB,Portal to Bitcoin,144816336.0,0.02754,2613530.08834,-5.360824742268049
,RVN,Ravencoin,144699072.96768567,0.00918004298927576,3335098.316339,-6.897907615512583
,DGB,DigiByte,142678574.1942866,0.00793425524266793,59992200.919838,27.369029760202864
,SAPIEN,Sapien,142546499.538857,0.142546499538857,13510611.0632,-14.339859258553966
,BIGTIME,Big Time,142287977.426492,0.0284575954852984,4613489.91683,-9.197208808077058
,HOME,Home,142159084.3730464,0.02217,4545884.0,-6.6919191919191965
,STG,Stargate Finance,140704229.02076802,0.140704229020768,200437.45609888,-3.896877256080564
,TURBO,Turbo,140601495.66107544,0.00203770283566776,510718280.41289,-10.14752380374653
,SHX,Stronghold Token,140532993.63547048,0.00140888101576954,0.0,-2.965546446356966
,GLM,Golem Network Token,139477988.61113143,0.1752949680614229,281108.49,-5.858172702807499
,T,Threshold Network Token,136874440.81901088,0.0122702322562986,75482505.7773278,-2.2293400077948666
,XPR,Proton,136783271.39057502,0.00439431146623178,882044.63,-6.224568213521636
,KAVA,Kava,136766150.91658175,0.126302290925103,6345945.25904576,-6.265822233181405
,CET,CoinEx Token,136000265.88888663,0.0524486846156785,144971.58391387,-3.2480156674152454
,BLUR,Blur,135886890.4069842,0.0452956301356614,4349247.69714,-9.576165871806806
,SUSHI,Sushi,134399303.98887396,0.469711987816551,1114984.67437982,-8.542223345153198
,ASTR,Astar,133738742.40477052,0.0156401253274587,6459218.73523623,-8.181135996197995
,POPCAT,Popcat,133497106.91492563,0.134900110681532,11188405.01663,-10.479911293420882
,XVS,Venus,131473800.43237558,4.420014225352443,327.55,-8.112405895940505
,UMA,UMA,131418282.08108212,1.03900008211323,273063.33709177,-6.982996404677663
,AWE,AWE Network,130996823.8873456,0.06744,623284.8,-6.9279602539332
,GMTT,GMT Token,129889878.73793806,0.38949,350.0,-1.2724645763098588
,NMR,Numeraire,128799866.10355566,12.0839373393015,229645.60041946,-2.232638918198374
,INIT,Initia,127405239.47094002,0.12740523947094,191891.21411,-10.917091573823447
,NEWT,Newton Protocol,126900000.00000001,0.1269,340281.38,-10.633802816901392
,BLAST,BLAST,124977987.074965,0.00124977987074965,75057607.0,-8.119338343315796
,ELF,aelf,124436314.6133722,0.1254590622332739,67994.229,-5.276083122330613
,WCT,WalletConnect,123376463.87179615,0.125682454803574,494829.51463,-14.905125718323337
,AKE,AKE,123110000.0,0.0012311,77719797.34438,-7.720560677610375
,ORBS,Orbs,122399999.99999999,0.01224,2409.829999,-2.8571428571428648
,CORN,Corn,121968000.0,0.05808,64677.09717,-7.146282973621096
,REQ,Request Network,121665108.65917149,0.121736062056387,2098691.10933015,-2.446043808860349
,SHELL,MyShell,120324259.9448358,0.1203242599448358,9910768.91459874,4.386131439289645
,ENSO,Enso,118500000.0,1.185,109657.24107,-11.698956780923995
,PNUT,Peanut the Squirrel,117222211.0018778,0.117239624656119,4874379.47095,-9.327477944173408
,OL,Open Loot,116600000.0,0.02332,270558.4,-5.967741935483866
,SC,Siacoin,115892605.90406491,0.00187065227607355,111282937.574352,-5.139433289847608
,SNT,Status Network Token,115818890.37642647,0.01702,166060.775631,-9.419904204364027
,VVV,Venice Token,115472093.80536367,1.51018445337308,187757.13673,-5.01967763457265
,ACH,Alchemy Pay,114119461.4770679,0.0114119461477068,30342748.2298733,-4.20959456886685
,XVG,Verge,112977412.10557128,0.00683801873601777,25063833.0,-11.316646246454038
